client_id,path,sentence
81ebc79e003ac77a5539e0edcb23cd90967a3e2062038b5e59d2b584ed35c1ad211a1c695d668844aed324a4347378729447226f921d5d057ef2a0994a1cbd22,common_voice_mr_30500608.mp3,राजस्थानातील शीख बांधवांनीही नामदेवाची मंदिरे उभारलेली आहेत.
81ebc79e003ac77a5539e0edcb23cd90967a3e2062038b5e59d2b584ed35c1ad211a1c695d668844aed324a4347378729447226f921d5d057ef2a0994a1cbd22,common_voice_mr_30500605.mp3,काही काळानंतर सगराचा नातू राजा अंशुमन याने सगरपुत्रांच्या मृत्यूचा शोध घेतला.
81ebc79e003ac77a5539e0edcb23cd90967a3e2062038b5e59d2b584ed35c1ad211a1c695d668844aed324a4347378729447226f921d5d057ef2a0994a1cbd22,common_voice_mr_30500604.mp3,बायझंटाईन साम्राज्याने इस्लामी आक्रमणे अनेक शतकांपर्यंत थोपवून धरली होती.
b5b478ef70a596da031df7441512d8c9ebd50565292f86ed6b6d61e1fe1b2c860859e6477d3c252c65fd197950096936f75df3a261dfdf821f87f8d006566855,common_voice_mr_27639587.mp3,मात्र या लेण्यांची मूळ रचना एखाद्या धार्मिक शिक्षणसंस्थेसारखी आहे.
b5b478ef70a596da031df7441512d8c9ebd50565292f86ed6b6d61e1fe1b2c860859e6477d3c252c65fd197950096936f75df3a261dfdf821f87f8d006566855,common_voice_mr_27639585.mp3,मंद आचेवर शिजू द्या नंतर उलथवून पुन्हा थोडे तेल घाला व शिजू द्या.
b5b478ef70a596da031df7441512d8c9ebd50565292f86ed6b6d61e1fe1b2c860859e6477d3c252c65fd197950096936f75df3a261dfdf821f87f8d006566855,common_voice_mr_27639584.mp3,कवितेस चाल देण्याचे एक वृत्त.
b5b478ef70a596da031df7441512d8c9ebd50565292f86ed6b6d61e1fe1b2c860859e6477d3c252c65fd197950096936f75df3a261dfdf821f87f8d006566855,common_voice_mr_27639583.mp3,महाभारत एक सूडाचा प्रवास दाजी पणशीकर
1e737f728d45d68ad6c100b924c0632619918b6350d603a07a4c19f966690280f76eb63361e2ee8530cfc73b46b625a8b18bf791aeb794ef72b1b6c3fc44af4e,common_voice_mr_32126825.mp3,त्यातील एर्देनि हे रत् नाचे व सुबाशिदि हे सुभाषिताचे मंगोलियन भाषारूप होय.
1e737f728d45d68ad6c100b924c0632619918b6350d603a07a4c19f966690280f76eb63361e2ee8530cfc73b46b625a8b18bf791aeb794ef72b1b6c3fc44af4e,common_voice_mr_32126698.mp3,आदरार्थी शब्दांनी केला जात असे लहानपणी गंगेजवळ असताना वसिष्ठांनी त्यांना सर्व वेद शिकविले होते.
1e737f728d45d68ad6c100b924c0632619918b6350d603a07a4c19f966690280f76eb63361e2ee8530cfc73b46b625a8b18bf791aeb794ef72b1b6c3fc44af4e,common_voice_mr_32127661.mp3,चार चार विषय आहेत.
1e737f728d45d68ad6c100b924c0632619918b6350d603a07a4c19f966690280f76eb63361e2ee8530cfc73b46b625a8b18bf791aeb794ef72b1b6c3fc44af4e,common_voice_mr_32127660.mp3,"क्रोष्टु, सहस्रजित्, नल, अंतिक व लघु अशी त्याच्या पुत्रांची नावे आढळतात."
1e737f728d45d68ad6c100b924c0632619918b6350d603a07a4c19f966690280f76eb63361e2ee8530cfc73b46b625a8b18bf791aeb794ef72b1b6c3fc44af4e,common_voice_mr_32126990.mp3,उत्पत्ती चंद्राची निर्मिती चंद्राच्या उत्पत्तीबद्दल खगोलशास्त्रज्ञांमध्ये अनेक मतभेद आहेत.
4c5e3fcee8871e861fb338f0124c5ceaf8e8910e5c7698bacdcfc63fd2bc3d63a3d8cc57585923015c46a7ff7a209fb75c85d675a8014d8732f87c141ed91328,common_voice_mr_31651391.mp3,प्रवेशद्वाराच्या बाजूला एका कोनाड्याच्या भिंतीवर दोन ओळींमध्ये लिहिलेला ब्राम्ही लिपीतील शिलालेख आहे.
4c5e3fcee8871e861fb338f0124c5ceaf8e8910e5c7698bacdcfc63fd2bc3d63a3d8cc57585923015c46a7ff7a209fb75c85d675a8014d8732f87c141ed91328,common_voice_mr_31651392.mp3,भारतातील बारा ज्योतिर्लिंगांपैकी पाच महाराष्ट्रात आहेत.
4c5e3fcee8871e861fb338f0124c5ceaf8e8910e5c7698bacdcfc63fd2bc3d63a3d8cc57585923015c46a7ff7a209fb75c85d675a8014d8732f87c141ed91328,common_voice_mr_31651425.mp3,"नरशी, कालिका, म्हंदा, म्हैशासुर, झोटिंग वेताळ, मारुती, श्रीराम इत्यादिकांची दर्शने करविली."
4c5e3fcee8871e861fb338f0124c5ceaf8e8910e5c7698bacdcfc63fd2bc3d63a3d8cc57585923015c46a7ff7a209fb75c85d675a8014d8732f87c141ed91328,common_voice_mr_31651423.mp3,चंद्रावरील खडक चंद्रावर मुख्यत्वे दोन प्रकारचे खडक आढळतात.
4c5e3fcee8871e861fb338f0124c5ceaf8e8910e5c7698bacdcfc63fd2bc3d63a3d8cc57585923015c46a7ff7a209fb75c85d675a8014d8732f87c141ed91328,common_voice_mr_31651393.mp3,"आमचा राजू गेल्या वर्षी ग्रँँज्युएट झांलाय, पण नोकरी मिळत नाहीये."
9e7252818bd92033eb81933b8ad8fa696864b5b12ca843c7228fbcf237c49bb48e4bd9f32f7dc271f02afdd43dff59fad8de945514fc84e2f49f9e0e9a09c830,common_voice_mr_30564308.mp3,मेगालिथिक व निओलिथिक संस्कृतींची मुळे कर्नाटकच्या पुरातत्त्व संशोधनात आढळतात.
9e7252818bd92033eb81933b8ad8fa696864b5b12ca843c7228fbcf237c49bb48e4bd9f32f7dc271f02afdd43dff59fad8de945514fc84e2f49f9e0e9a09c830,common_voice_mr_30564307.mp3,"जन गण मन या राष्ट्रगीताची एकच धून असून, त्याप्रमाणेच या राष्ट्रगीताचे गायन होत असते."
9e7252818bd92033eb81933b8ad8fa696864b5b12ca843c7228fbcf237c49bb48e4bd9f32f7dc271f02afdd43dff59fad8de945514fc84e2f49f9e0e9a09c830,common_voice_mr_30567677.mp3,सीसीटीव्ही कॅमेर् यातील चित्रणावरून पोलिसांनी चार गुन्हेगारांना अटक केली.
9e7252818bd92033eb81933b8ad8fa696864b5b12ca843c7228fbcf237c49bb48e4bd9f32f7dc271f02afdd43dff59fad8de945514fc84e2f49f9e0e9a09c830,common_voice_mr_30567676.mp3,"युनिकोड लिखाण मनोगतवर मराठीतून लिहिण्यासाठी टंकलेखनाची सोय आहे, परंतु त्यासाठी संपर्क कनेक्षन असावे लागते."
9e7252818bd92033eb81933b8ad8fa696864b5b12ca843c7228fbcf237c49bb48e4bd9f32f7dc271f02afdd43dff59fad8de945514fc84e2f49f9e0e9a09c830,common_voice_mr_30567674.mp3,आवेग व विरोधाभासयुक्त असे ग्रामीण बंगालचे सुरेख चित्र यात रवींद्रनाथांनी रेखाटले आहे.
9e7252818bd92033eb81933b8ad8fa696864b5b12ca843c7228fbcf237c49bb48e4bd9f32f7dc271f02afdd43dff59fad8de945514fc84e2f49f9e0e9a09c830,common_voice_mr_30564309.mp3,वाहतूक कर्नाटकातील हवाई वाहतूक फारशी विकसित झालेली नाही.
3be59f5866a963373435d0f8458de8a97a876d5ea14dead9e613f7fa7c75755917e4203d216af3eec0a633f33440ffe1948c5a70789027aa6bd0d4fc28634dea,common_voice_mr_30835945.mp3,गरीब - श्रीमंत असा भेदाभेद त्याने किमान त्याच्या विचारात तरी करू नये.
3be59f5866a963373435d0f8458de8a97a876d5ea14dead9e613f7fa7c75755917e4203d216af3eec0a633f33440ffe1948c5a70789027aa6bd0d4fc28634dea,common_voice_mr_30833582.mp3,पृथ्वीभोवती फिरण्याच्या चंद्राच्या लंबवर्तुळाकार कक्षेमुळे दर महिन्याला चंद्रावर भूकंप होतात.
3be59f5866a963373435d0f8458de8a97a876d5ea14dead9e613f7fa7c75755917e4203d216af3eec0a633f33440ffe1948c5a70789027aa6bd0d4fc28634dea,common_voice_mr_30833495.mp3,इराकमध्ये जनसंहारक रासायनिक शस्त्रे आहेत असा अमेरिका आणि ब्रिटन यांना संशय होता.
3be59f5866a963373435d0f8458de8a97a876d5ea14dead9e613f7fa7c75755917e4203d216af3eec0a633f33440ffe1948c5a70789027aa6bd0d4fc28634dea,common_voice_mr_30833471.mp3,रामायणाचा काळ परंपरेने या महाकाव्याची घटना हिंदू कालगणनेच्या तिसर् या युगात त्रेतायुगात घडली.
3be59f5866a963373435d0f8458de8a97a876d5ea14dead9e613f7fa7c75755917e4203d216af3eec0a633f33440ffe1948c5a70789027aa6bd0d4fc28634dea,common_voice_mr_30833679.mp3,त्या मधमाशी माझे अंत कडे वृत्तीचा आहे.
3be59f5866a963373435d0f8458de8a97a876d5ea14dead9e613f7fa7c75755917e4203d216af3eec0a633f33440ffe1948c5a70789027aa6bd0d4fc28634dea,common_voice_mr_30835862.mp3,राधा ही गोपकुमार अभिमन्यु ची पत्नी होती.
3be59f5866a963373435d0f8458de8a97a876d5ea14dead9e613f7fa7c75755917e4203d216af3eec0a633f33440ffe1948c5a70789027aa6bd0d4fc28634dea,common_voice_mr_30833458.mp3,प्रमुख शहरे दरभंगा मोतिहारी लाल दुवे असणारे लेख शबरीचा जन्म शरद पौर्णिमेला झाला.
da826105afbc3b32af68ccc819cd59bb454cb120878905a8bfe516139d777f3a2922c3eaf5f42d19dbe798e3e449676053cd341d7f8eb5f063824983ae2c8363,common_voice_mr_30605567.mp3,तेव्हां मच्छिंद्रनाथाच्या भेटीची निराशा झाल्यामुळें तिच्या डोळ्यांस पाणी आले.
da826105afbc3b32af68ccc819cd59bb454cb120878905a8bfe516139d777f3a2922c3eaf5f42d19dbe798e3e449676053cd341d7f8eb5f063824983ae2c8363,common_voice_mr_30605565.mp3,"केंद्रीय सरकार, राज्य सरकार इत्यादी सरकारी कार्यालयामध्ये फायदा असलेल्या पदावर नसणे."
da826105afbc3b32af68ccc819cd59bb454cb120878905a8bfe516139d777f3a2922c3eaf5f42d19dbe798e3e449676053cd341d7f8eb5f063824983ae2c8363,common_voice_mr_30605566.mp3,नव्या राज्याची मुंबई ही राजधानी व नागपूर उपराजधानी निश्चित झाली.
da826105afbc3b32af68ccc819cd59bb454cb120878905a8bfe516139d777f3a2922c3eaf5f42d19dbe798e3e449676053cd341d7f8eb5f063824983ae2c8363,common_voice_mr_30605573.mp3,पिंड ठेवून आम्ही बाजूला झालो.
da826105afbc3b32af68ccc819cd59bb454cb120878905a8bfe516139d777f3a2922c3eaf5f42d19dbe798e3e449676053cd341d7f8eb5f063824983ae2c8363,common_voice_mr_30605572.mp3,त्यांपैकी काही रचना भीमसेन जोशी आणि अन्य अनेक गायकांनी गाऊन अजरामर केल्या आहेत.
da826105afbc3b32af68ccc819cd59bb454cb120878905a8bfe516139d777f3a2922c3eaf5f42d19dbe798e3e449676053cd341d7f8eb5f063824983ae2c8363,common_voice_mr_30605571.mp3,कौरव कर्ण हा महाभारतातील कुंतीआणि सूर्य यांचा पुत्र व दुर्योधनाचा मित्र होता.
da826105afbc3b32af68ccc819cd59bb454cb120878905a8bfe516139d777f3a2922c3eaf5f42d19dbe798e3e449676053cd341d7f8eb5f063824983ae2c8363,common_voice_mr_30605569.mp3,परीक्षित हा अर्जुनाचा नातू व अभिमन्यू आणि उत्तरा यांचा पुत्र होता.
e9915ac2349e11d3888682b39836d04db2bbdb813f619b24cdda45a97577ce6631c4fdead254c0868ca7f7619faf56c0b266f3a1821c84a39d2cb8dad3b3fd15,common_voice_mr_29375087.mp3,मनाने तर ती पवित्र होतीच होती.
e9915ac2349e11d3888682b39836d04db2bbdb813f619b24cdda45a97577ce6631c4fdead254c0868ca7f7619faf56c0b266f3a1821c84a39d2cb8dad3b3fd15,common_voice_mr_29374892.mp3,पुढील चार मार्गाचा अवलंब करून भ्रष्टाचाराविरुध्दची लढाई लढली जाते.
e9915ac2349e11d3888682b39836d04db2bbdb813f619b24cdda45a97577ce6631c4fdead254c0868ca7f7619faf56c0b266f3a1821c84a39d2cb8dad3b3fd15,common_voice_mr_29375088.mp3,या व्यवहारात कुठेही काळ्या पैशाचं अस्तित्व नाही.
e9915ac2349e11d3888682b39836d04db2bbdb813f619b24cdda45a97577ce6631c4fdead254c0868ca7f7619faf56c0b266f3a1821c84a39d2cb8dad3b3fd15,common_voice_mr_29374896.mp3,ते आकाशाहून मोठे व समुद्राहून खोल आहे.
e9915ac2349e11d3888682b39836d04db2bbdb813f619b24cdda45a97577ce6631c4fdead254c0868ca7f7619faf56c0b266f3a1821c84a39d2cb8dad3b3fd15,common_voice_mr_29375006.mp3,तो चांगला वीणावादक होता.
e9915ac2349e11d3888682b39836d04db2bbdb813f619b24cdda45a97577ce6631c4fdead254c0868ca7f7619faf56c0b266f3a1821c84a39d2cb8dad3b3fd15,common_voice_mr_29375008.mp3,रामायणाची भाषा पाणिनीय काळापेक्षाही जुनी संस्कृत भाषा आहे.
e9915ac2349e11d3888682b39836d04db2bbdb813f619b24cdda45a97577ce6631c4fdead254c0868ca7f7619faf56c0b266f3a1821c84a39d2cb8dad3b3fd15,common_voice_mr_29375090.mp3,"ते समजण्यासारखे, अभ्यासण्यासारखे आहे."
e9915ac2349e11d3888682b39836d04db2bbdb813f619b24cdda45a97577ce6631c4fdead254c0868ca7f7619faf56c0b266f3a1821c84a39d2cb8dad3b3fd15,common_voice_mr_29375091.mp3,हा मनुष्य आहे व तो नवनारायणापैकी एक नारायणाचा अवतार आहे.
e9915ac2349e11d3888682b39836d04db2bbdb813f619b24cdda45a97577ce6631c4fdead254c0868ca7f7619faf56c0b266f3a1821c84a39d2cb8dad3b3fd15,common_voice_mr_29375086.mp3,पिंड घेऊन ठिकठिकाणी मी नाचलो.
e9915ac2349e11d3888682b39836d04db2bbdb813f619b24cdda45a97577ce6631c4fdead254c0868ca7f7619faf56c0b266f3a1821c84a39d2cb8dad3b3fd15,common_voice_mr_29375010.mp3,श्री मच्छींद्रनाथ मच्छीच्या उदरामध्ये तोच मंत्र जपू लागले.
e9915ac2349e11d3888682b39836d04db2bbdb813f619b24cdda45a97577ce6631c4fdead254c0868ca7f7619faf56c0b266f3a1821c84a39d2cb8dad3b3fd15,common_voice_mr_29375011.mp3,मात्र पर्वताच्या पायथ्याशीच ती कोसळून पडली.
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474558.mp3,"साहित्यातील उल्लेख रुक्मिणीस्वयंवर या विषयावर अनेक काव्ये, नाटके आणि कादंबऱ्या लिहिल्या गेल्या आहेत."
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474592.mp3,वर्षातील मुख्य पाउस हिवाळ्याच्या महिन्यात पडतो.
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474593.mp3,"शबरी मातेच्या दर्शनाला, या कुंभामध्ये आपण अवश्य जाईन."
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474557.mp3,तर बाह्य ग्रहांच्या भोवती कडी आढळतात.
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474594.mp3,केशवस्वामी केशव आत्माराम कुलकर्णी
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474595.mp3,कृष्णाजी लक्ष्मण सोमण किरात
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474596.mp3,महारथी कर्ण बाळशास्त्री हरदास
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474616.mp3,अधिक माहितीसाठी आयुर्वेदीक वैद्य डॉक्टर चा सल्ला घ्यावा.
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474622.mp3,येथील मावा पेढे एके काळी प्रसिद्ध होते.
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474662.mp3,त्या वेगळ्या खिडकीत उघडलेल्या पानाच्या वरच्या बाजूला संपादन नावाचा टॅब दिसेल.
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474585.mp3,कोटा परिसरात राजस्थानमधील अवजड कारखाने असून अनेक मोठ्या केमिकल कंपन्यांचे कारखाने आहेत.
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474584.mp3,महर्षी वाल्मीकींनी रामायणाच्या माध्यमातून भारतीय संस्कृतीचे जीवनव्यापी शाश्वत मूल्ये मांडली.
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474582.mp3,संदर्भ महाराष्ट्रातील लोककला महाराष्ट्रातील लोककलामहाराष्ट्रातील एक लोकनृत्य.
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474581.mp3,हेलेनिकः प्राचीन व आजची ग्रीक भाषा व तिच्या इतर प्रकारांच्या भाषांचा समूह
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474579.mp3,चंद्रावरील विवरे चंद्राच्या पृष्ठभागावर उल्का तसेच धूमकेतूंच्या धडकेने तयार झालेली अनेक विवरे दिसतात.
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474562.mp3,यानंतर राजारामने सुत्रे घेतली व दक्षिणेत जिंजी येथून औरंगजेब विरुद्ध लढा चालू ठेवला.
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474561.mp3,"भूगर्भशास्त्र, वनस्पतीशास्त्र, अर्थशास्त्र, समाजशास्त्र, जनसंख्याअध्ययनशास्त्र यांचा भूगोलाशी घनिष्ट असा आंतरसंबध आहे."
78470cfbd28dff174594d440ce0c5f34e80e3f5cdf4a4ffc5f08ba08eb5cd3de3ce637584b376772e7a0cfadec275a5853e773755643eb8aaddf504d380e47c0,common_voice_mr_30474560.mp3,पुनर्निर्देशन बुध ग्रहपृथ्वी हा सूर्यमालेतील सूर्यापासूनच्या अंतरानुक्रमे तिसरा तर आकारानुक्रमे पाचवा ग्रह आहे.
f149da3dfbc91caabfd3e321a5d584fbdd32d4585c21e09afeac4e99028fac2c8a5269e8bc2d62e9d41db52ad36a981ab0f9adc567259d212398d1dd14ebf4a2,common_voice_mr_30737801.mp3,संदर्भ पुणे जिल्ह्यातील तालुके महाराष्ट्रातील तालुकेहा भारताच्या महाराष्ट्र राज्यातील पुणे जिल्ह्याचा एक तालुका आहे.
f149da3dfbc91caabfd3e321a5d584fbdd32d4585c21e09afeac4e99028fac2c8a5269e8bc2d62e9d41db52ad36a981ab0f9adc567259d212398d1dd14ebf4a2,common_voice_mr_30737771.mp3,उत्तरा ही विराट राजाची कन्या होती.
f149da3dfbc91caabfd3e321a5d584fbdd32d4585c21e09afeac4e99028fac2c8a5269e8bc2d62e9d41db52ad36a981ab0f9adc567259d212398d1dd14ebf4a2,common_voice_mr_30683303.mp3,केसरी वृत्तपत्र आणि इतर विषयांवरील लेखांसाठी केसरी निसंदिग्धीकरण पहा.
f149da3dfbc91caabfd3e321a5d584fbdd32d4585c21e09afeac4e99028fac2c8a5269e8bc2d62e9d41db52ad36a981ab0f9adc567259d212398d1dd14ebf4a2,common_voice_mr_30683302.mp3,हें ऐकून मच्छिंद्रनाथानें गोरक्षनाथाकडून गहिनीनाथास लागलाच अनुग्रह देवविला.
f149da3dfbc91caabfd3e321a5d584fbdd32d4585c21e09afeac4e99028fac2c8a5269e8bc2d62e9d41db52ad36a981ab0f9adc567259d212398d1dd14ebf4a2,common_voice_mr_30737796.mp3,चेन्नई तमिळनाडू राज्यात उगम पावलेल्या भरतनाट्यम शास्त्रिय नृत्यासाठी प्रसिद्ध आहे.
f149da3dfbc91caabfd3e321a5d584fbdd32d4585c21e09afeac4e99028fac2c8a5269e8bc2d62e9d41db52ad36a981ab0f9adc567259d212398d1dd14ebf4a2,common_voice_mr_30737795.mp3,येथील खाणीतूनच ताजमहालचा संगमरवर वापरला गेल्याची नोंद आहे.
f149da3dfbc91caabfd3e321a5d584fbdd32d4585c21e09afeac4e99028fac2c8a5269e8bc2d62e9d41db52ad36a981ab0f9adc567259d212398d1dd14ebf4a2,common_voice_mr_30737793.mp3,पूर्वी यालाच हवापालट असे म्हणत.
f149da3dfbc91caabfd3e321a5d584fbdd32d4585c21e09afeac4e99028fac2c8a5269e8bc2d62e9d41db52ad36a981ab0f9adc567259d212398d1dd14ebf4a2,common_voice_mr_30737791.mp3,सह्याद्रीच्या कुशीत वसल्यामुळे गोव्यामध्ये भरपूर जैवविविधता आहे.
f149da3dfbc91caabfd3e321a5d584fbdd32d4585c21e09afeac4e99028fac2c8a5269e8bc2d62e9d41db52ad36a981ab0f9adc567259d212398d1dd14ebf4a2,common_voice_mr_30737790.mp3,"भावबंधन, एकच प्याला यांसारख्या नाटकांची तर आजही एव्हरग्रीन म्हणून जाहिरात केली जाते."
f149da3dfbc91caabfd3e321a5d584fbdd32d4585c21e09afeac4e99028fac2c8a5269e8bc2d62e9d41db52ad36a981ab0f9adc567259d212398d1dd14ebf4a2,common_voice_mr_30683304.mp3,ते वैज्ञानिक आणि औद्योगिक संशोधन महामंडळ या संघटनेचे माजी अध्यक्ष होते.
